GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,2,4,11,10,21,8,24,32,17,16,33
3.750-3.999,0,0,0,0,0,0,0,1,1,0,3,3
3.500-3.749,0,2,2,3,4,7,2,3,5,2,4,6
3.250-3.499,1,1,2,2,4,6,0,2,2,1,4,5
3.000-3.249,4,4,8,8,13,21,4,8,12,3,5,8
2.750-2.999,0,0,0,2,1,3,0,1,1,0,2,2
2.500-2.749,3,4,7,3,1,4,1,0,1,2,0,2
2.250-2.499,0,0,0,2,3,5,0,0,0,1,1,2
2.000-2.249,2,0,2,3,3,6,3,1,4,2,3,5
1.750-1.999,0,1,1,0,2,2,0,0,0,0,0,0
1.500-1.749,0,1,1,0,3,3,0,1,1,0,0,0
1.250-1.499,0,0,0,1,1,2,0,0,0,0,0,0
1.000-1.249,2,0,2,2,1,3,0,0,0,1,1,2
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,1,0,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,1,2,3,4,5,9,3,1,4
