GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,263,59,322,1046,339,1385,1188,314,1502,2383,760,3143
3.750-3.999,21,5,26,146,47,193,144,60,204,389,162,551
3.500-3.749,50,15,65,264,77,341,330,116,446,702,244,946
3.250-3.499,38,13,51,218,68,286,288,82,370,610,158,768
3.000-3.249,102,13,115,282,60,342,341,77,418,713,170,883
2.750-2.999,16,0,16,51,7,58,26,6,32,66,24,90
2.500-2.749,22,4,26,47,9,56,50,9,59,97,21,118
2.250-2.499,11,1,12,27,15,42,22,5,27,51,11,62
2.000-2.249,24,3,27,41,7,48,41,5,46,54,6,60
1.750-1.999,5,0,5,7,1,8,5,0,5,10,0,10
1.500-1.749,6,0,6,5,1,6,7,1,8,11,0,11
1.250-1.499,1,1,2,4,0,4,1,0,1,0,0,0
1.000-1.249,6,1,7,8,1,9,11,0,11,12,1,13
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,146,21,167,140,24,164,187,29,216,305,45,350
