GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,186,28,214,553,123,676,484,127,611,1155,414,1569
3.750-3.999,29,1,30,232,52,284,247,70,317,610,240,850
3.500-3.749,72,18,90,376,104,480,399,102,501,953,279,1232
3.250-3.499,62,18,80,297,93,390,347,99,446,890,231,1121
3.000-3.249,140,22,162,368,137,505,500,121,621,1014,240,1254
2.750-2.999,55,20,75,188,53,241,230,67,297,454,116,570
2.500-2.749,76,19,95,211,55,266,232,52,284,421,120,541
2.250-2.499,54,11,65,152,37,189,146,34,180,274,65,339
2.000-2.249,65,16,81,117,34,151,121,33,154,215,62,277
1.750-1.999,13,3,16,28,11,39,42,18,60,59,13,72
1.500-1.749,21,4,25,39,11,50,45,10,55,64,16,80
1.250-1.499,13,5,18,17,7,24,26,6,32,37,8,45
1.000-1.249,19,3,22,33,8,41,15,9,24,28,13,41
0.750-0.999,5,1,6,6,0,6,5,3,8,12,2,14
0.500-0.749,5,1,6,8,2,10,13,2,15,9,2,11
0.250-0.499,6,1,7,13,1,14,6,1,7,6,0,6
0.000-0.249,170,22,192,80,6,86,54,8,62,71,13,84
