GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,3,4,11,8,19,16,13,29,48,52,100
3.750-3.999,0,2,2,5,4,9,11,8,19,28,19,47
3.500-3.749,2,7,9,10,11,21,12,11,23,38,38,76
3.250-3.499,4,5,9,13,14,27,18,10,28,38,26,64
3.000-3.249,3,5,8,5,6,11,17,14,31,38,32,70
2.750-2.999,1,4,5,5,6,11,11,5,16,19,14,33
2.500-2.749,2,4,6,2,4,6,11,11,22,25,15,40
2.250-2.499,2,2,4,7,1,8,7,1,8,15,8,23
2.000-2.249,1,0,1,5,2,7,3,4,7,11,5,16
1.750-1.999,1,1,2,4,1,5,3,1,4,4,7,11
1.500-1.749,1,0,1,0,1,1,5,0,5,2,0,2
1.250-1.499,0,0,0,1,1,2,1,0,1,1,1,2
1.000-1.249,0,0,0,1,1,2,4,1,5,3,0,3
0.750-0.999,0,0,0,0,0,0,0,0,0,0,2,2
0.500-0.749,0,0,0,0,0,0,1,0,1,0,0,0
0.250-0.499,0,0,0,1,0,1,2,0,2,0,1,1
0.000-0.249,5,1,6,5,2,7,4,2,6,9,7,16
