GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,2,3,17,22,39,47,43,90,117,102,219
3.750-3.999,0,0,0,0,0,0,3,0,3,3,5,8
3.500-3.749,0,1,1,0,3,3,9,6,15,11,21,32
3.250-3.499,0,0,0,0,0,0,3,3,6,4,7,11
3.000-3.249,0,0,0,5,3,8,18,19,37,23,38,61
2.750-2.999,0,0,0,1,0,1,1,4,5,1,3,4
2.500-2.749,0,0,0,0,1,1,2,4,6,8,10,18
2.250-2.499,0,1,1,0,2,2,1,1,2,4,4,8
2.000-2.249,0,1,1,2,5,7,8,4,12,16,23,39
1.750-1.999,0,0,0,0,0,0,0,0,0,0,2,2
1.500-1.749,0,0,0,0,0,0,0,1,1,3,4,7
1.250-1.499,0,0,0,0,0,0,0,0,0,1,1,2
1.000-1.249,0,0,0,1,0,1,1,1,2,1,4,5
0.750-0.999,0,0,0,0,0,0,0,0,0,2,1,3
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,1,0,1
0.000-0.249,2,1,3,1,7,8,6,12,18,16,9,25
