GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,3,6,12,23,35,17,15,32,37,28,65
3.750-3.999,0,0,0,2,1,3,1,1,2,1,0,1
3.500-3.749,1,1,2,3,10,13,2,7,9,1,3,4
3.250-3.499,1,1,2,1,5,6,0,2,2,2,0,2
3.000-3.249,5,3,8,2,6,8,13,9,22,10,3,13
2.750-2.999,1,1,2,0,1,1,1,1,2,0,0,0
2.500-2.749,3,1,4,4,3,7,0,0,0,2,0,2
2.250-2.499,1,0,1,1,2,3,0,0,0,1,0,1
2.000-2.249,1,0,1,4,2,6,2,2,4,4,6,10
1.750-1.999,0,0,0,0,0,0,0,0,0,0,1,1
1.500-1.749,1,0,1,0,0,0,0,0,0,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,0,0
1.000-1.249,1,1,2,0,0,0,2,0,2,0,1,1
0.750-0.999,0,1,1,1,0,1,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,1,5,6,8,11,19
