GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,11,12,3,25,28,13,36,49,22,74,96
3.750-3.999,3,6,9,6,15,21,6,16,22,12,21,33
3.500-3.749,2,3,5,11,19,30,5,17,22,12,26,38
3.250-3.499,2,4,6,5,11,16,6,7,13,10,13,23
3.000-3.249,1,8,9,5,7,12,3,4,7,4,12,16
2.750-2.999,2,1,3,3,5,8,2,3,5,0,3,3
2.500-2.749,1,2,3,4,1,5,1,2,3,1,6,7
2.250-2.499,0,1,1,0,1,1,1,0,1,2,2,4
2.000-2.249,0,1,1,0,0,0,1,1,2,3,3,6
1.750-1.999,0,1,1,0,0,0,0,0,0,1,2,3
1.500-1.749,0,0,0,0,1,1,0,1,1,0,1,1
1.250-1.499,0,0,0,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,1,0,1,0,1,1,0,1,1,0,1,1
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,2,2,0,0,0,1,4,5
