GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,4,14,18,5,36,41,22,75,97
3.750-3.999,0,1,1,2,21,23,8,21,29,6,36,42
3.500-3.749,0,4,4,1,20,21,8,15,23,7,35,42
3.250-3.499,1,1,2,4,17,21,3,15,18,8,26,34
3.000-3.249,2,1,3,2,19,21,1,20,21,7,20,27
2.750-2.999,1,3,4,1,7,8,1,3,4,3,9,12
2.500-2.749,0,1,1,1,1,2,0,2,2,1,6,7
2.250-2.499,0,1,1,1,2,3,1,2,3,1,3,4
2.000-2.249,0,0,0,1,5,6,0,0,0,0,1,1
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,1,1,1,0,1,0,0,0,1,0,1
1.250-1.499,0,2,2,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,0,2,0,1,1,0,0,0,0,0,0
