GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,15,21,11,34,45,35,43,78,58,106,164
3.750-3.999,7,13,20,13,12,25,24,25,49,39,48,87
3.500-3.749,7,8,15,17,18,35,19,26,45,42,54,96
3.250-3.499,7,3,10,15,7,22,19,19,38,29,34,63
3.000-3.249,4,6,10,11,11,22,24,18,42,43,33,76
2.750-2.999,1,2,3,8,7,15,6,10,16,21,13,34
2.500-2.749,4,3,7,5,4,9,11,9,20,18,13,31
2.250-2.499,3,0,3,4,2,6,7,3,10,7,8,15
2.000-2.249,4,2,6,1,3,4,5,3,8,6,6,12
1.750-1.999,0,0,0,3,0,3,2,3,5,2,3,5
1.500-1.749,1,0,1,1,2,3,1,3,4,2,2,4
1.250-1.499,0,0,0,2,2,4,0,1,1,1,0,1
1.000-1.249,0,2,2,1,2,3,1,0,1,1,2,3
0.750-0.999,0,0,0,0,0,0,1,0,1,0,1,1
0.500-0.749,0,0,0,0,0,0,0,0,0,2,0,2
0.250-0.499,0,0,0,0,0,0,1,0,1,2,0,2
0.000-0.249,2,0,2,2,2,4,8,6,14,10,11,21
