GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,53,30,83,166,142,308,169,111,280,231,305,536
3.750-3.999,22,23,45,86,99,185,105,111,216,162,179,341
3.500-3.749,39,36,75,87,105,192,130,108,238,174,208,382
3.250-3.499,34,23,57,83,73,156,113,104,217,187,153,340
3.000-3.249,24,24,48,71,60,131,107,96,203,181,110,291
2.750-2.999,22,12,34,32,34,66,49,28,77,68,44,112
2.500-2.749,23,20,43,19,17,36,41,28,69,76,39,115
2.250-2.499,10,9,19,9,8,17,20,19,39,39,22,61
2.000-2.249,8,6,14,9,9,18,19,13,32,31,17,48
1.750-1.999,2,2,4,3,1,4,4,4,8,5,1,6
1.500-1.749,3,2,5,3,0,3,4,3,7,6,3,9
1.250-1.499,1,2,3,1,1,2,6,0,6,2,1,3
1.000-1.249,1,1,2,1,0,1,3,3,6,5,2,7
0.750-0.999,2,0,2,0,0,0,0,0,0,2,0,2
0.500-0.749,1,1,2,1,0,1,0,1,1,2,2,4
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,4,0,4,5,3,8,18,21,39
