GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,6,15,23,18,41,17,19,36,78,88,166
3.750-3.999,0,0,0,18,2,20,15,12,27,28,21,49
3.500-3.749,8,2,10,25,18,43,20,23,43,50,54,104
3.250-3.499,9,6,15,20,17,37,24,17,41,67,28,95
3.000-3.249,17,7,24,22,19,41,35,11,46,74,27,101
2.750-2.999,6,4,10,6,9,15,8,12,20,21,8,29
2.500-2.749,10,3,13,16,8,24,20,7,27,28,8,36
2.250-2.499,5,3,8,8,5,13,15,3,18,11,2,13
2.000-2.249,8,6,14,9,9,18,10,3,13,9,3,12
1.750-1.999,2,1,3,1,1,2,0,0,0,2,3,5
1.500-1.749,0,6,6,0,0,0,0,0,0,1,0,1
1.250-1.499,1,0,1,1,2,3,0,1,1,0,0,0
1.000-1.249,6,6,12,0,1,1,6,1,7,2,0,2
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,10,4,14,10,7,17,10,2,12,23,5,28
