GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,71,85,156,109,171,280,19,46,65,0,1,1
3.750-3.999,9,7,16,34,69,103,19,34,53,0,5,5
3.500-3.749,33,37,70,70,108,178,37,39,76,7,9,16
3.250-3.499,25,13,38,46,82,128,30,54,84,4,5,9
3.000-3.249,60,57,117,95,125,220,40,46,86,1,9,10
2.750-2.999,11,12,23,46,44,90,18,12,30,1,0,1
2.500-2.749,25,20,45,50,50,100,35,24,59,2,3,5
2.250-2.499,13,21,34,38,25,63,23,15,38,1,1,2
2.000-2.249,31,22,53,32,36,68,15,23,38,1,0,1
1.750-1.999,7,5,12,11,12,23,7,5,12,0,2,2
1.500-1.749,13,11,24,17,17,34,12,5,17,0,1,1
1.250-1.499,5,4,9,4,4,8,4,2,6,0,0,0
1.000-1.249,12,13,25,5,8,13,3,1,4,1,0,1
0.750-0.999,3,5,8,4,1,5,2,2,4,0,0,0
0.500-0.749,4,2,6,5,4,9,3,4,7,0,0,0
0.250-0.499,6,4,10,4,1,5,0,0,0,0,0,0
0.000-0.249,41,31,72,32,23,55,6,6,12,0,0,0
