GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,3,10,4,5,9,10,11,21,32,42,74
3.750-3.999,7,5,12,10,2,12,2,6,8,17,17,34
3.500-3.749,6,5,11,15,8,23,15,16,31,43,27,70
3.250-3.499,8,4,12,14,12,26,13,11,24,39,31,70
3.000-3.249,19,5,24,24,21,45,33,20,53,75,30,105
2.750-2.999,18,7,25,17,10,27,16,9,25,36,17,53
2.500-2.749,17,6,23,20,15,35,22,17,39,36,24,60
2.250-2.499,16,11,27,21,3,24,18,11,29,43,16,59
2.000-2.249,19,12,31,23,9,32,14,7,21,30,13,43
1.750-1.999,7,6,13,5,4,9,13,3,16,12,6,18
1.500-1.749,8,13,21,3,8,11,8,7,15,9,4,13
1.250-1.499,7,12,19,3,2,5,1,1,2,1,4,5
1.000-1.249,3,6,9,3,3,6,1,1,2,4,3,7
0.750-0.999,4,3,7,0,2,2,1,0,1,1,1,2
0.500-0.749,3,5,8,2,0,2,1,0,1,2,0,2
0.250-0.499,6,7,13,0,2,2,1,1,2,0,0,0
0.000-0.249,12,9,21,5,3,8,5,4,9,0,5,5
