GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,12,6,18,18,30,48,33,37,70,59,102,161
3.750-3.999,6,6,12,10,21,31,26,19,45,46,38,84
3.500-3.749,7,6,13,16,20,36,20,26,46,58,46,104
3.250-3.499,15,7,22,15,19,34,24,16,40,26,36,62
3.000-3.249,7,7,14,15,19,34,22,23,45,45,24,69
2.750-2.999,1,2,3,9,8,17,16,10,26,6,12,18
2.500-2.749,0,3,3,7,1,8,12,8,20,16,15,31
2.250-2.499,1,1,2,3,2,5,6,7,13,9,6,15
2.000-2.249,0,3,3,4,4,8,4,7,11,7,3,10
1.750-1.999,0,0,0,2,0,2,1,2,3,1,3,4
1.500-1.749,0,1,1,2,3,5,4,0,4,5,4,9
1.250-1.499,0,0,0,0,1,1,1,0,1,3,2,5
1.000-1.249,0,0,0,3,1,4,5,1,6,1,3,4
0.750-0.999,0,0,0,0,0,0,0,0,0,1,0,1
0.500-0.749,0,0,0,2,0,2,1,0,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,1,1
0.000-0.249,0,2,2,3,1,4,3,10,13,11,16,27
