GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,251,177,428,956,1011,1967,952,1152,2104,2396,3297,5693
3.750-3.999,58,50,108,504,482,986,595,752,1347,1277,1374,2651
3.500-3.749,154,108,262,678,717,1395,832,947,1779,1967,1990,3957
3.250-3.499,123,80,203,626,624,1250,822,829,1651,1750,1429,3179
3.000-3.249,329,177,506,710,687,1397,1034,826,1860,2107,1548,3655
2.750-2.999,88,59,147,347,301,648,516,405,921,965,633,1598
2.500-2.749,125,76,201,316,298,614,468,354,822,1020,610,1630
2.250-2.499,88,50,138,230,171,401,338,230,568,574,396,970
2.000-2.249,116,80,196,221,144,365,313,184,497,558,360,918
1.750-1.999,40,15,55,79,50,129,91,66,157,168,93,261
1.500-1.749,33,25,58,77,62,139,95,54,149,156,120,276
1.250-1.499,23,15,38,37,29,66,75,30,105,92,64,156
1.000-1.249,36,20,56,52,28,80,48,33,81,75,64,139
0.750-0.999,15,10,25,25,11,36,20,11,31,27,14,41
0.500-0.749,10,5,15,14,12,26,24,18,42,32,17,49
0.250-0.499,15,6,21,9,4,13,14,5,19,14,10,24
0.000-0.249,242,69,311,168,74,242,130,76,206,208,354,562
