GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,4,11,6,3,9,4,8,12,16,24,40
3.750-3.999,2,3,5,6,5,11,7,4,11,14,16,30
3.500-3.749,4,3,7,4,7,11,5,4,9,9,12,21
3.250-3.499,5,6,11,5,5,10,6,5,11,10,9,19
3.000-3.249,7,6,13,11,7,18,5,9,14,18,21,39
2.750-2.999,3,4,7,4,5,9,3,8,11,8,6,14
2.500-2.749,4,3,7,6,4,10,9,3,12,9,18,27
2.250-2.499,5,0,5,2,4,6,4,8,12,5,10,15
2.000-2.249,4,4,8,1,3,4,5,4,9,11,5,16
1.750-1.999,1,0,1,2,1,3,2,1,3,4,1,5
1.500-1.749,3,0,3,6,3,9,4,1,5,1,0,1
1.250-1.499,0,1,1,5,2,7,0,1,1,1,2,3
1.000-1.249,2,1,3,2,1,3,0,0,0,2,0,2
0.750-0.999,0,0,0,0,1,1,0,1,1,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,1,0,1
0.250-0.499,1,0,1,1,0,1,0,0,0,1,0,1
0.000-0.249,3,1,4,1,0,1,1,0,1,0,0,0
