GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,5,7,12,4,4,8,19,14,33
3.750-3.999,1,2,3,1,4,5,6,6,12,12,6,18
3.500-3.749,5,2,7,3,6,9,5,7,12,21,19,40
3.250-3.499,7,2,9,8,4,12,5,9,14,13,9,22
3.000-3.249,2,2,4,8,7,15,5,8,13,18,14,32
2.750-2.999,3,2,5,4,6,10,4,5,9,9,9,18
2.500-2.749,2,6,8,2,5,7,0,1,1,10,5,15
2.250-2.499,3,3,6,3,1,4,2,5,7,3,6,9
2.000-2.249,4,1,5,2,2,4,1,4,5,4,2,6
1.750-1.999,1,1,2,0,0,0,1,2,3,0,0,0
1.500-1.749,3,3,6,1,1,2,2,1,3,1,0,1
1.250-1.499,1,1,2,1,0,1,1,1,2,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,1,0,1,0,0,0,0,0,0
0.250-0.499,0,0,0,1,0,1,0,1,1,0,0,0
0.000-0.249,1,0,1,0,2,2,0,0,0,0,0,0
