GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,39,57,96,73,156,229,112,220,332,223,481,704
3.750-3.999,28,36,64,59,76,135,100,123,223,185,284,469
3.500-3.749,33,55,88,90,149,239,138,195,333,258,343,601
3.250-3.499,38,79,117,77,139,216,131,123,254,241,291,532
3.000-3.249,37,50,87,85,137,222,127,182,309,264,251,515
2.750-2.999,23,36,59,42,72,114,66,79,145,105,123,228
2.500-2.749,13,33,46,41,58,99,60,97,157,109,130,239
2.250-2.499,16,17,33,29,35,64,47,39,86,73,60,133
2.000-2.249,6,23,29,18,31,49,32,36,68,69,68,137
1.750-1.999,4,18,22,5,15,20,9,8,17,20,26,46
1.500-1.749,3,6,9,6,15,21,12,15,27,14,20,34
1.250-1.499,6,0,6,4,8,12,8,8,16,5,9,14
1.000-1.249,0,4,4,5,6,11,5,5,10,5,5,10
0.750-0.999,2,1,3,1,2,3,2,4,6,5,2,7
0.500-0.749,2,6,8,1,1,2,4,3,7,2,5,7
0.250-0.499,4,1,5,0,0,0,3,3,6,3,0,3
0.000-0.249,4,7,11,8,9,17,4,6,10,15,18,33
