GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,5,6,30,57,87,105,153,258,195,311,506
3.750-3.999,0,0,0,0,0,0,1,7,8,9,12,21
3.500-3.749,6,1,7,7,7,14,23,23,46,54,65,119
3.250-3.499,0,0,0,1,1,2,9,14,23,15,28,43
3.000-3.249,3,1,4,12,14,26,61,60,121,99,146,245
2.750-2.999,0,0,0,0,1,1,1,5,6,7,11,18
2.500-2.749,3,1,4,0,1,1,20,10,30,34,34,68
2.250-2.499,0,0,0,0,3,3,2,2,4,5,6,11
2.000-2.249,1,2,3,10,3,13,18,20,38,38,56,94
1.750-1.999,0,0,0,0,0,0,0,0,0,0,5,5
1.500-1.749,0,1,1,0,0,0,1,3,4,9,6,15
1.250-1.499,0,0,0,0,1,1,0,3,3,3,0,3
1.000-1.249,0,0,0,0,2,2,6,9,15,9,21,30
0.750-0.999,0,0,0,0,0,0,0,0,0,0,1,1
0.500-0.749,0,0,0,0,0,0,0,1,1,1,3,4
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,4,5,14,18,32,23,35,58,55,111,166
