GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,562,122,684,555,127,682,475,127,602,1127,408,1535
3.750-3.999,175,42,217,231,55,286,292,88,380,683,256,939
3.500-3.749,266,85,351,397,111,508,414,109,523,952,251,1203
3.250-3.499,220,62,282,309,97,406,406,110,516,851,227,1078
3.000-3.249,447,133,580,428,117,545,459,127,586,965,242,1207
2.750-2.999,133,53,186,204,64,268,247,65,312,500,122,622
2.500-2.749,125,42,167,239,59,298,231,72,303,423,98,521
2.250-2.499,63,13,76,151,51,202,158,39,197,264,71,335
2.000-2.249,155,35,190,140,52,192,138,38,176,198,55,253
1.750-1.999,18,5,23,68,20,88,63,20,83,64,13,77
1.500-1.749,23,11,34,45,10,55,42,13,55,49,9,58
1.250-1.499,7,4,11,33,12,45,22,9,31,38,12,50
1.000-1.249,38,10,48,27,6,33,25,8,33,16,6,22
0.750-0.999,6,3,9,5,2,7,13,2,15,10,3,13
0.500-0.749,4,0,4,7,1,8,9,2,11,11,0,11
0.250-0.499,3,0,3,6,1,7,7,2,9,3,2,5
0.000-0.249,58,15,73,49,9,58,40,8,48,56,11,67
