GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,2,2,9,19,28,28,53,81,52,102,154
3.750-3.999,0,0,0,0,0,0,0,1,1,1,3,4
3.500-3.749,0,0,0,0,2,2,3,6,9,4,7,11
3.250-3.499,1,0,1,0,3,3,2,0,2,8,16,24
3.000-3.249,0,0,0,3,14,17,8,23,31,32,79,111
2.750-2.999,0,0,0,0,1,1,1,1,2,2,10,12
2.500-2.749,0,0,0,0,2,2,2,3,5,4,13,17
2.250-2.499,0,0,0,0,0,0,4,0,4,0,6,6
2.000-2.249,0,0,0,2,2,4,2,9,11,20,50,70
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,0,1,1,2,2,4
1.250-1.499,0,0,0,0,0,0,0,2,2,0,1,1
1.000-1.249,0,0,0,0,0,0,1,1,2,5,28,33
0.750-0.999,1,0,1,0,0,0,1,0,1,0,0,0
0.500-0.749,0,0,0,0,1,1,0,0,0,0,1,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,2,3,5,3,8,11,21,52,73
