GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,7,16,95,92,187,138,126,264,318,413,731
3.750-3.999,7,5,12,71,83,154,89,91,180,165,184,349
3.500-3.749,8,7,15,66,81,147,122,91,213,223,208,431
3.250-3.499,8,5,13,93,90,183,127,103,230,205,149,354
3.000-3.249,16,15,31,78,64,142,94,75,169,217,130,347
2.750-2.999,2,0,2,26,20,46,45,26,71,57,43,100
2.500-2.749,7,4,11,17,20,37,37,25,62,68,46,114
2.250-2.499,3,2,5,11,16,27,25,18,43,36,33,69
2.000-2.249,5,2,7,8,10,18,14,11,25,32,14,46
1.750-1.999,0,2,2,3,4,7,5,8,13,4,1,5
1.500-1.749,0,0,0,4,0,4,7,3,10,9,5,14
1.250-1.499,1,1,2,1,2,3,2,2,4,3,1,4
1.000-1.249,3,0,3,4,3,7,7,0,7,4,1,5
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,1,0,1,0,0,0,1,1,2
0.250-0.499,0,2,2,0,0,0,0,1,1,0,0,0
0.000-0.249,2,0,2,7,2,9,2,3,5,20,5,25
