GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,1,5,6,10,14,24,56,59,115
3.750-3.999,0,0,0,2,1,3,4,16,20,24,19,43
3.500-3.749,2,2,4,7,11,18,8,14,22,38,36,74
3.250-3.499,2,1,3,7,6,13,14,13,27,33,21,54
3.000-3.249,0,1,1,8,11,19,11,11,22,30,32,62
2.750-2.999,1,0,1,6,4,10,6,9,15,18,13,31
2.500-2.749,0,3,3,5,6,11,11,5,16,22,10,32
2.250-2.499,2,1,3,4,3,7,8,4,12,18,9,27
2.000-2.249,0,3,3,3,5,8,10,3,13,20,9,29
1.750-1.999,0,0,0,1,1,2,2,2,4,4,3,7
1.500-1.749,1,0,1,1,2,3,1,1,2,5,5,10
1.250-1.499,0,0,0,1,1,2,1,1,2,2,1,3
1.000-1.249,1,0,1,0,1,1,2,1,3,4,1,5
0.750-0.999,0,0,0,1,1,2,0,0,0,1,0,1
0.500-0.749,1,0,1,0,0,0,1,0,1,2,0,2
0.250-0.499,0,0,0,0,0,0,0,0,0,0,1,1
0.000-0.249,2,0,2,4,1,5,9,3,12,8,1,9
