GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,8,16,49,89,138,57,127,184,206,395,601
3.750-3.999,1,4,5,17,48,65,56,95,151,121,221,342
3.500-3.749,7,8,15,49,82,131,105,138,243,219,305,524
3.250-3.499,7,8,15,41,70,111,82,127,209,202,245,447
3.000-3.249,10,13,23,53,65,118,93,146,239,231,285,516
2.750-2.999,5,8,13,27,43,70,52,65,117,115,136,251
2.500-2.749,4,6,10,29,38,67,59,67,126,119,115,234
2.250-2.499,1,10,11,16,22,38,38,31,69,70,62,132
2.000-2.249,1,11,12,15,21,36,29,46,75,65,79,144
1.750-1.999,0,2,2,2,5,7,14,10,24,12,30,42
1.500-1.749,1,5,6,7,5,12,13,19,32,21,25,46
1.250-1.499,2,1,3,3,5,8,5,6,11,9,12,21
1.000-1.249,0,0,0,6,3,9,12,8,20,13,10,23
0.750-0.999,0,1,1,0,2,2,1,2,3,2,4,6
0.500-0.749,0,0,0,2,1,3,2,1,3,7,4,11
0.250-0.499,1,0,1,0,0,0,0,2,2,1,2,3
0.000-0.249,5,7,12,19,11,30,25,16,41,32,19,51
