GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,25,37,62,43,111,154,75,140,215,193,384,577
3.750-3.999,9,28,37,36,65,101,55,103,158,124,216,340
3.500-3.749,19,38,57,56,89,145,104,142,246,222,303,525
3.250-3.499,22,37,59,46,90,136,85,118,203,180,234,414
3.000-3.249,22,49,71,66,108,174,127,173,300,212,259,471
2.750-2.999,7,25,32,26,47,73,59,60,119,116,117,233
2.500-2.749,16,28,44,39,56,95,67,58,125,112,126,238
2.250-2.499,9,21,30,36,20,56,34,55,89,68,68,136
2.000-2.249,11,10,21,32,25,57,35,44,79,69,63,132
1.750-1.999,3,9,12,1,9,10,13,10,23,19,17,36
1.500-1.749,1,5,6,5,8,13,8,16,24,22,18,40
1.250-1.499,0,6,6,7,5,12,7,3,10,13,8,21
1.000-1.249,2,2,4,5,5,10,7,6,13,14,12,26
0.750-0.999,2,1,3,1,1,2,1,2,3,1,2,3
0.500-0.749,1,2,3,3,2,5,5,0,5,5,3,8
0.250-0.499,1,1,2,0,2,2,0,1,1,4,1,5
0.000-0.249,8,9,17,13,12,25,20,17,37,26,22,48
