GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,2,10,38,20,58,88,117,205,199,235,434
3.750-3.999,0,0,0,0,0,0,0,1,1,4,4,8
3.500-3.749,3,0,3,8,2,10,26,17,43,58,53,111
3.250-3.499,0,0,0,1,0,1,5,4,9,19,17,36
3.000-3.249,1,1,2,9,12,21,57,27,84,93,81,174
2.750-2.999,0,0,0,0,0,0,2,2,4,8,2,10
2.500-2.749,3,0,3,1,0,1,3,6,9,22,11,33
2.250-2.499,0,0,0,0,0,0,3,0,3,5,3,8
2.000-2.249,6,0,6,4,3,7,11,7,18,20,22,42
1.750-1.999,0,0,0,0,0,0,1,0,1,0,0,0
1.500-1.749,1,0,1,1,0,1,3,1,4,4,2,6
1.250-1.499,0,0,0,0,0,0,0,0,0,1,0,1
1.000-1.249,0,0,0,1,0,1,1,0,1,1,3,4
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,1,0,1
0.250-0.499,0,0,0,0,0,0,1,0,1,0,0,0
0.000-0.249,1,1,2,3,2,5,6,6,12,15,18,33
