GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,5,8,13,10,10,20,22,26,48
3.750-3.999,0,0,0,0,0,0,1,0,1,1,0,1
3.500-3.749,0,0,0,2,0,2,4,3,7,4,5,9
3.250-3.499,0,0,0,0,1,1,2,0,2,3,3,6
3.000-3.249,0,0,0,4,1,5,7,2,9,15,6,21
2.750-2.999,0,0,0,0,0,0,1,0,1,1,3,4
2.500-2.749,0,0,0,0,1,1,0,2,2,4,5,9
2.250-2.499,0,0,0,0,0,0,0,0,0,2,2,4
2.000-2.249,0,1,1,1,1,2,6,3,9,14,8,22
1.750-1.999,0,0,0,0,0,0,0,0,0,0,1,1
1.500-1.749,0,0,0,0,0,0,0,1,1,0,1,1
1.250-1.499,0,1,1,0,0,0,1,0,1,0,0,0
1.000-1.249,1,0,1,0,0,0,0,1,1,3,1,4
0.750-0.999,0,0,0,0,0,0,0,0,0,1,1,2
0.500-0.749,0,0,0,0,0,0,0,0,0,1,0,1
0.250-0.499,0,0,0,0,0,0,0,1,1,0,0,0
0.000-0.249,0,1,1,3,3,6,6,6,12,16,14,30
