GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,15,8,23,54,96,150,68,73,141,130,134,264
3.750-3.999,3,3,6,16,19,35,44,51,95,60,49,109
3.500-3.749,5,11,16,37,67,104,40,57,97,87,96,183
3.250-3.499,8,8,16,28,39,67,36,60,96,72,64,136
3.000-3.249,11,5,16,20,43,63,38,49,87,71,85,156
2.750-2.999,5,8,13,11,14,25,17,21,38,40,53,93
2.500-2.749,7,7,14,19,23,42,14,21,35,52,42,94
2.250-2.499,5,5,10,6,16,22,7,20,27,29,30,59
2.000-2.249,3,9,12,10,12,22,12,10,22,23,22,45
1.750-1.999,1,3,4,3,4,7,3,1,4,3,6,9
1.500-1.749,4,1,5,2,7,9,3,6,9,11,12,23
1.250-1.499,2,2,4,1,2,3,3,3,6,5,4,9
1.000-1.249,1,1,2,2,3,5,3,4,7,11,2,13
0.750-0.999,0,0,0,2,0,2,0,1,1,4,0,4
0.500-0.749,1,0,1,0,0,0,0,0,0,4,1,5
0.250-0.499,0,0,0,0,1,1,1,1,2,2,1,3
0.000-0.249,5,3,8,8,6,14,10,5,15,14,14,28
