GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,7,11,8,12,20,15,12,27,22,40,62
3.750-3.999,0,0,0,0,1,1,0,0,0,0,0,0
3.500-3.749,0,0,0,3,4,7,3,5,8,3,6,9
3.250-3.499,1,3,4,5,6,11,2,1,3,1,0,1
3.000-3.249,1,4,5,8,6,14,15,2,17,6,3,9
2.750-2.999,0,2,2,1,4,5,1,2,3,1,0,1
2.500-2.749,0,1,1,7,2,9,1,1,2,1,0,1
2.250-2.499,1,1,2,6,3,9,2,0,2,0,0,0
2.000-2.249,1,4,5,7,5,12,3,9,12,3,2,5
1.750-1.999,0,0,0,0,1,1,0,0,0,0,0,0
1.500-1.749,1,0,1,1,2,3,0,0,0,0,0,0
1.250-1.499,0,0,0,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,2,0,2,1,1,2,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,1,1,2,2,1,3,7,7,14
