GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,3,12,7,3,10,8,9,17,10,9,19
3.750-3.999,4,3,7,6,9,15,4,5,9,7,15,22
3.500-3.749,7,8,15,6,7,13,2,8,10,12,10,22
3.250-3.499,7,8,15,3,5,8,8,9,17,15,6,21
3.000-3.249,10,4,14,12,6,18,10,9,19,16,19,35
2.750-2.999,7,4,11,10,15,25,9,5,14,5,10,15
2.500-2.749,9,2,11,7,8,15,8,8,16,7,15,22
2.250-2.499,5,6,11,5,3,8,7,6,13,7,9,16
2.000-2.249,3,3,6,11,5,16,1,0,1,5,2,7
1.750-1.999,3,3,6,4,0,4,1,1,2,1,0,1
1.500-1.749,3,4,7,3,1,4,0,1,1,2,2,4
1.250-1.499,3,0,3,3,0,3,1,0,1,2,0,2
1.000-1.249,1,0,1,0,0,0,0,3,3,0,0,0
0.750-0.999,2,1,3,0,0,0,0,0,0,0,0,0
0.500-0.749,1,3,4,0,0,0,0,0,0,1,0,1
0.250-0.499,0,0,0,1,0,1,0,0,0,0,0,0
0.000-0.249,8,4,12,1,0,1,0,0,0,1,1,2
