GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,7,16,3,4,7,10,3,13,8,16,24
3.750-3.999,5,4,9,4,4,8,4,7,11,8,13,21
3.500-3.749,7,7,14,4,2,6,6,5,11,13,9,22
3.250-3.499,7,5,12,10,9,19,5,3,8,10,10,20
3.000-3.249,12,8,20,9,6,15,10,6,16,10,5,15
2.750-2.999,3,3,6,7,11,18,3,11,14,1,12,13
2.500-2.749,8,6,14,6,9,15,6,4,10,2,10,12
2.250-2.499,3,3,6,6,10,16,2,5,7,6,8,14
2.000-2.249,7,3,10,6,8,14,5,4,9,7,5,12
1.750-1.999,3,0,3,5,4,9,2,1,3,1,1,2
1.500-1.749,2,0,2,2,1,3,3,1,4,1,0,1
1.250-1.499,3,0,3,3,0,3,2,2,4,1,1,2
1.000-1.249,0,0,0,1,2,3,0,0,0,0,0,0
0.750-0.999,0,1,1,2,0,2,0,0,0,0,0,0
0.500-0.749,1,1,2,1,1,2,0,0,0,0,0,0
0.250-0.499,2,0,2,0,0,0,0,0,0,0,0,0
0.000-0.249,6,4,10,2,1,3,1,0,1,3,0,3
