GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,8,17,25,55,34,89,181,113,294
3.750-3.999,0,0,0,0,0,0,2,1,3,15,8,23
3.500-3.749,2,0,2,2,4,6,18,7,25,86,32,118
3.250-3.499,0,0,0,2,2,4,11,8,19,47,14,61
3.000-3.249,1,0,1,7,3,10,60,23,83,104,35,139
2.750-2.999,0,0,0,1,1,2,4,0,4,7,2,9
2.500-2.749,0,0,0,0,1,1,11,3,14,50,4,54
2.250-2.499,0,0,0,1,1,2,2,1,3,12,1,13
2.000-2.249,0,0,0,7,3,10,17,3,20,37,9,46
1.750-1.999,0,0,0,1,0,1,2,1,3,0,0,0
1.500-1.749,1,0,1,0,0,0,0,0,0,4,1,5
1.250-1.499,0,0,0,0,0,0,1,2,3,2,0,2
1.000-1.249,0,0,0,1,1,2,2,1,3,8,5,13
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,1,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,4,0,4,11,8,19,22,16,38
