GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,5,10,7,2,9,5,10,15,16,23,39
3.750-3.999,4,5,9,2,5,7,6,4,10,10,13,23
3.500-3.749,6,1,7,9,16,25,7,4,11,9,16,25
3.250-3.499,6,5,11,8,3,11,12,8,20,15,21,36
3.000-3.249,6,6,12,12,7,19,5,16,21,15,21,36
2.750-2.999,4,2,6,4,5,9,8,5,13,5,9,14
2.500-2.749,3,4,7,6,5,11,5,4,9,11,8,19
2.250-2.499,4,2,6,3,2,5,6,4,10,4,7,11
2.000-2.249,6,0,6,3,0,3,5,2,7,4,1,5
1.750-1.999,1,2,3,0,1,1,1,1,2,1,3,4
1.500-1.749,3,1,4,2,0,2,3,1,4,1,0,1
1.250-1.499,2,0,2,0,0,0,0,1,1,0,0,0
1.000-1.249,0,0,0,1,2,3,0,0,0,0,0,0
0.750-0.999,2,0,2,1,1,2,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,1,1
0.250-0.499,0,1,1,0,1,1,0,0,0,1,0,1
0.000-0.249,4,1,5,1,1,2,0,0,0,2,0,2
