GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,146,37,183,466,129,595,399,96,495,1084,444,1528
3.750-3.999,29,6,35,237,54,291,223,67,290,585,194,779
3.500-3.749,72,13,85,292,84,376,285,85,370,917,270,1187
3.250-3.499,51,13,64,274,76,350,311,93,404,848,228,1076
3.000-3.249,202,38,240,331,98,429,399,101,500,1002,275,1277
2.750-2.999,43,5,48,164,55,219,215,63,278,450,118,568
2.500-2.749,56,10,66,165,47,212,194,52,246,474,101,575
2.250-2.499,44,8,52,105,32,137,147,39,186,262,62,324
2.000-2.249,70,16,86,119,24,143,127,28,155,241,59,300
1.750-1.999,22,5,27,42,13,55,36,17,53,78,13,91
1.500-1.749,10,4,14,39,11,50,41,10,51,76,24,100
1.250-1.499,11,3,14,20,7,27,39,4,43,46,6,52
1.000-1.249,20,4,24,26,6,32,22,8,30,26,4,30
0.750-0.999,11,3,14,13,3,16,12,0,12,17,0,17
0.500-0.749,1,0,1,3,1,4,10,4,14,13,3,16
0.250-0.499,6,1,7,2,0,2,6,0,6,8,2,10
0.000-0.249,184,21,205,84,16,100,59,15,74,77,15,92
